card_id	quantity	language	set_code	set_name	card_number	card_name	pokemon_name	rarity	holo_pattern	pricing_source_used	listing_count	marketplace_listing_count	variation_listing_count	p25_total_cents	p25_total	mean_total_cents	mean_total	median_total_cents	median_total	min_total_cents	min_total	max_total_cents	max_total	stddev_total_cents	stddev_total	estimated_shipping_cents	estimated_shipping	LISTING_PRICE_CENTS	LISTING_PRICE	unit_gross_after_shipping_cents	unit_gross_after_shipping	unit_marketplace_fee_cents	unit_marketplace_fee	unit_net_after_fee_cents	unit_net_after_fee	total_gross_after_shipping_cents	total_gross_after_shipping	total_marketplace_fee_cents	total_marketplace_fee	total_net_after_fee_cents	total_net_after_fee	snapshot_created_at
679	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1305/07	Latios	Latios	Rare		combined_raw	11	7	4	249.5	$2.50	459.09090909090907	$4.59	549.0	$5.49	199	$1.99	800	$8.00	208.11268800601974	$2.08	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	500	$5.00	68	$0.68	432	$4.32	recalculated_from_raw
680	1	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1306/07	Latios	Latios	Double Rare		combined_raw	8	5	3	461.75	$4.62	797.75	$7.98	520.5	$5.21	325	$3.25	2468	$24.68	707.8603070420846	$7.08	100	$1.00	350	$3.50	350	$3.50	46	$0.46	304	$3.04	350	$3.50	46	$0.46	304	$3.04	recalculated_from_raw
682	7	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1401/07	Timburr	Timburr	Common		combined_raw	9	5	4	200.0	$2.00	248.66666666666666	$2.49	233.0	$2.33	199	$1.99	391	$3.91	64.59682654743962	$0.65	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	700	$7.00	91	$0.91	609	$6.09	recalculated_from_raw
683	6	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1402/07	Timburr	Timburr	Common		combined_raw	9	6	3	200.0	$2.00	245.88888888888889	$2.46	218.0	$2.18	199	$1.99	391	$3.91	65.40344877077287	$0.65	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	600	$6.00	78	$0.78	522	$5.22	recalculated_from_raw
684	2	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1403/07	Timburr	Timburr	Uncommon		combined_raw	6	4	2	246.75	$2.47	351.3333333333333	$3.51	337.0	$3.37	199	$1.99	598	$5.98	145.17254102159495	$1.45	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	250	$2.50	34	$0.34	216	$2.16	recalculated_from_raw
685	6	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1404/07	Timburr	Timburr	Uncommon		combined_raw	7	4	3	236.0	$2.36	318.7142857142857	$3.19	274.0	$2.74	179	$1.79	598	$5.98	142.37475699214178	$1.42	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	750	$7.50	102	$1.02	648	$6.48	recalculated_from_raw
686	2	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1405/07	Timburr	Timburr	Rare		combined_raw	8	4	4	247.5	$2.48	358.0	$3.58	286.5	$2.87	200	$2.00	598	$5.98	150.62725991191445	$1.51	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	250	$2.50	34	$0.34	216	$2.16	recalculated_from_raw
689	8	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1501/07	Joltik	Joltik	Common		combined_raw	8	4	4	199.75	$2.00	230.875	$2.31	216.5	$2.17	199	$1.99	299	$2.99	38.897071134690115	$0.39	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	792	$7.92	104	$1.04	688	$6.88	recalculated_from_raw
690	7	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1502/07	Joltik	Joltik	Common		combined_raw	9	5	4	200.0	$2.00	248.66666666666666	$2.49	233.0	$2.33	199	$1.99	391	$3.91	64.59682654743962	$0.65	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	700	$7.00	91	$0.91	609	$6.09	recalculated_from_raw
692	1	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1504/07	Joltik	Joltik	Uncommon		combined_raw	7	5	2	287.0	$2.87	367.7142857142857	$3.68	374.0	$3.74	229	$2.29	598	$5.98	120.99960645351192	$1.21	100	$1.00	175	$1.75	175	$1.75	23	$0.23	152	$1.52	175	$1.75	23	$0.23	152	$1.52	recalculated_from_raw
693	5	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1505/07	Joltik	Joltik	Rare		combined_raw	12	8	4	236.75	$2.37	334.4166666666667	$3.34	323.5	$3.23	179	$1.79	598	$5.98	129.79736538391703	$1.30	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	625	$6.25	85	$0.85	540	$5.40	recalculated_from_raw
694	1	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1506/07	Joltik	Joltik	Double Rare		combined_raw	3	2	1	439.0	$4.39	558.6666666666666	$5.59	599.0	$5.99	279	$2.79	798	$7.98	261.8402821059688	$2.62	100	$1.00	325	$3.25	325	$3.25	43	$0.43	282	$2.82	325	$3.25	43	$0.43	282	$2.82	recalculated_from_raw
696	6	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1601/07	Stunfisk	Stunfisk	Common		combined_raw	11	7	4	200.0	$2.00	252.72727272727272	$2.53	233.0	$2.33	199	$1.99	391	$3.91	63.100064832123444	$0.63	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	600	$6.00	78	$0.78	522	$5.22	recalculated_from_raw
697	6	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1602/07	Stunfisk	Stunfisk	Common		combined_raw	8	5	3	199.75	$2.00	237.75	$2.38	221.5	$2.21	199	$1.99	299	$2.99	43.8691235380877	$0.44	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	594	$5.94	78	$0.78	516	$5.16	recalculated_from_raw
698	5	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1603/07	Stunfisk	Stunfisk	Uncommon		combined_raw	10	6	4	244.75	$2.45	296.7	$2.97	286.5	$2.87	199	$1.99	408	$4.08	72.24964436667568	$0.72	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	625	$6.25	85	$0.85	540	$5.40	recalculated_from_raw
699	2	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1604/07	Stunfisk	Stunfisk	Uncommon		combined_raw	6	3	3	234.25	$2.34	280.8333333333333	$2.81	274.5	$2.75	199	$1.99	408	$4.08	73.76019703516705	$0.74	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	250	$2.50	34	$0.34	216	$2.16	recalculated_from_raw
700	3	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1605/07	Stunfisk	Stunfisk	Rare		combined_raw	11	7	4	246.0	$2.46	339.27272727272725	$3.39	274.0	$2.74	179	$1.79	598	$5.98	142.94200985650852	$1.43	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	375	$3.75	51	$0.51	324	$3.24	recalculated_from_raw
701	1	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1606/07	Stunfisk	Stunfisk	Double Rare		combined_raw	6	5	1	298.25	$2.98	363.8333333333333	$3.64	336.5	$3.37	233	$2.33	600	$6.00	127.87715459247076	$1.28	100	$1.00	175	$1.75	175	$1.75	23	$0.23	152	$1.52	175	$1.75	23	$0.23	152	$1.52	recalculated_from_raw
703	6	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1701/07	Braviary	Braviary	Common		combined_raw	7	3	4	199.5	$2.00	221.14285714285714	$2.21	200.0	$2.00	199	$1.99	274	$2.74	29.684050551480624	$0.30	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	594	$5.94	78	$0.78	516	$5.16	recalculated_from_raw
704	8	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1702/07	Braviary	Braviary	Common		combined_raw	9	5	4	200.0	$2.00	240.44444444444446	$2.40	218.0	$2.18	199	$1.99	373	$3.73	59.447689423372694	$0.59	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	800	$8.00	104	$1.04	696	$6.96	recalculated_from_raw
705	5	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1703/07	Braviary	Braviary	Uncommon		combined_raw	7	4	3	214.5	$2.15	319.0	$3.19	299.0	$2.99	199	$1.99	598	$5.98	143.28526325713565	$1.43	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	500	$5.00	65	$0.65	435	$4.35	recalculated_from_raw
706	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1704/07	Braviary	Braviary	Uncommon		combined_raw	8	5	3	221.75	$2.22	320.25	$3.20	287.0	$2.87	179	$1.79	598	$5.98	137.85162831309404	$1.38	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	400	$4.00	52	$0.52	348	$3.48	recalculated_from_raw
707	2	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1705/07	Braviary	Braviary	Rare		combined_raw	11	6	5	246.0	$2.46	346.54545454545456	$3.47	274.0	$2.74	200	$2.00	598	$5.98	143.09602624556953	$1.43	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	250	$2.50	34	$0.34	216	$2.16	recalculated_from_raw
708	3	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1706/07	Braviary	Braviary	Double Rare		combined_raw	5	3	2	279.0	$2.79	348.2	$3.48	299.0	$2.99	263	$2.63	600	$6.00	141.59343205106654	$1.42	100	$1.00	175	$1.75	175	$1.75	23	$0.23	152	$1.52	525	$5.25	69	$0.69	456	$4.56	recalculated_from_raw
710	6	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1801/07	Vivillon	Vivillon	Common		combined_raw	8	4	4	199.75	$2.00	231.625	$2.32	216.5	$2.17	199	$1.99	299	$2.99	39.892489447084074	$0.40	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	594	$5.94	78	$0.78	516	$5.16	recalculated_from_raw
711	6	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1802/07	Vivillon	Vivillon	Common		combined_raw	7	3	4	199.5	$2.00	252.0	$2.52	233.0	$2.33	199	$1.99	391	$3.91	71.05631569396206	$0.71	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	594	$5.94	78	$0.78	516	$5.16	recalculated_from_raw
712	5	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1803/07	Vivillon	Vivillon	Uncommon		combined_raw	7	3	4	246.5	$2.46	343.14285714285717	$3.43	300.0	$3.00	229	$2.29	598	$5.98	131.46917074790903	$1.31	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	625	$6.25	85	$0.85	540	$5.40	recalculated_from_raw
713	5	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1804/07	Vivillon	Vivillon	Uncommon		combined_raw	5	2	3	250.0	$2.50	357.0	$3.57	300.0	$3.00	229	$2.29	598	$5.98	151.46286673637206	$1.51	100	$1.00	150	$1.50	150	$1.50	20	$0.20	130	$1.30	750	$7.50	100	$1.00	650	$6.50	recalculated_from_raw
714	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1805/07	Vivillon	Vivillon	Rare		combined_raw	7	4	3	274.0	$2.74	368.2857142857143	$3.68	399.0	$3.99	199	$1.99	598	$5.98	133.36880480546452	$1.33	100	$1.00	150	$1.50	150	$1.50	20	$0.20	130	$1.30	600	$6.00	80	$0.80	520	$5.20	recalculated_from_raw
715	3	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1806/07	Vivillon	Vivillon	Double Rare		combined_raw	3	2	1	289.5	$2.90	383.6666666666667	$3.84	300.0	$3.00	279	$2.79	572	$5.72	163.43908141363661	$1.63	100	$1.00	175	$1.75	175	$1.75	23	$0.23	152	$1.52	525	$5.25	69	$0.69	456	$4.56	recalculated_from_raw
717	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1901/07	Raboot	Raboot	Common		combined_raw	8	4	4	199.75	$2.00	245.5	$2.46	216.5	$2.17	199	$1.99	391	$3.91	68.30603403590554	$0.68	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	396	$3.96	52	$0.52	344	$3.44	recalculated_from_raw
718	5	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1902/07	Raboot	Raboot	Common		combined_raw	8	4	4	199.75	$2.00	248.625	$2.49	216.5	$2.17	199	$1.99	391	$3.91	71.5959645710367	$0.72	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	495	$4.95	65	$0.65	430	$4.30	recalculated_from_raw
719	6	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1903/07	Raboot	Raboot	Uncommon		combined_raw	5	3	2	229.0	$2.29	305.4	$3.05	300.0	$3.00	199	$1.99	408	$4.08	93.59647429257151	$0.94	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	750	$7.50	102	$1.02	648	$6.48	recalculated_from_raw
720	2	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1904/07	Raboot	Raboot	Uncommon		combined_raw	5	3	2	300.0	$3.00	379.4	$3.79	391.0	$3.91	200	$2.00	598	$5.98	147.67125651256578	$1.48	100	$1.00	200	$2.00	200	$2.00	26	$0.26	174	$1.74	400	$4.00	52	$0.52	348	$3.48	recalculated_from_raw
721	3	Simplified Chinese	CBB5C	Gem Pack Vol. 5	1905/07	Raboot	Raboot	Rare		combined_raw	11	6	5	221.5	$2.21	344.72727272727275	$3.45	250.0	$2.50	179	$1.79	598	$5.98	151.63119132229417	$1.52	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	300	$3.00	39	$0.39	261	$2.61	recalculated_from_raw
724	6	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2001/07	Applin	Applin	Common		combined_raw	8	4	4	199.75	$2.00	223.875	$2.24	209.0	$2.09	199	$1.99	299	$2.99	34.856593965233365	$0.35	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	594	$5.94	78	$0.78	516	$5.16	recalculated_from_raw
725	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2002/07	Applin	Applin	Common		combined_raw	7	3	4	199.5	$2.00	221.14285714285714	$2.21	200.0	$2.00	199	$1.99	274	$2.74	29.684050551480624	$0.30	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	396	$3.96	52	$0.52	344	$3.44	recalculated_from_raw
726	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2003/07	Applin	Applin	Uncommon		combined_raw	8	4	4	221.5	$2.21	300.75	$3.01	246.5	$2.46	179	$1.79	598	$5.98	139.43534087782152	$1.39	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	400	$4.00	52	$0.52	348	$3.48	recalculated_from_raw
727	2	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2004/07	Applin	Applin	Uncommon		combined_raw	9	5	4	229.0	$2.29	328.44444444444446	$3.28	299.0	$2.99	199	$1.99	598	$5.98	137.32180372314434	$1.37	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	250	$2.50	34	$0.34	216	$2.16	recalculated_from_raw
728	3	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2005/07	Applin	Applin	Rare		combined_raw	10	6	4	244.5	$2.44	330.3	$3.30	274.5	$2.75	200	$2.00	598	$5.98	128.30869893433658	$1.28	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	375	$3.75	51	$0.51	324	$3.24	recalculated_from_raw
729	3	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2006/07	Applin	Applin	Double Rare		combined_raw	8	5	3	340.0	$3.40	386.875	$3.87	364.5	$3.65	279	$2.79	528	$5.28	86.4893676372172	$0.86	100	$1.00	225	$2.25	225	$2.25	30	$0.30	195	$1.95	675	$6.75	90	$0.90	585	$5.85	recalculated_from_raw
731	5	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2101/07	Milcery	Milcery	Common		combined_raw	7	3	4	199.5	$2.00	224.71428571428572	$2.25	200.0	$2.00	199	$1.99	299	$2.99	37.56201221852687	$0.38	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	495	$4.95	65	$0.65	430	$4.30	recalculated_from_raw
732	8	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2102/07	Milcery	Milcery	Common		combined_raw	7	3	4	199.5	$2.00	237.85714285714286	$2.38	200.0	$2.00	199	$1.99	391	$3.91	69.98673343672255	$0.70	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	792	$7.92	104	$1.04	688	$6.88	recalculated_from_raw
733	2	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2103/07	Milcery	Milcery	Uncommon		combined_raw	8	5	3	285.75	$2.86	358.0	$3.58	362.0	$3.62	200	$2.00	598	$5.98	121.33895852999092	$1.21	100	$1.00	175	$1.75	175	$1.75	23	$0.23	152	$1.52	350	$3.50	46	$0.46	304	$3.04	recalculated_from_raw
734	2	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2104/07	Milcery	Milcery	Uncommon		combined_raw	7	4	3	214.5	$2.15	310.85714285714283	$3.11	243.0	$2.43	199	$1.99	598	$5.98	146.1362703910618	$1.46	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	200	$2.00	26	$0.26	174	$1.74	recalculated_from_raw
735	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2105/07	Milcery	Milcery	Rare		combined_raw	6	2	4	261.5	$2.62	381.6666666666667	$3.82	349.5	$3.50	243	$2.43	598	$5.98	144.94090749911382	$1.45	100	$1.00	150	$1.50	150	$1.50	20	$0.20	130	$1.30	600	$6.00	80	$0.80	520	$5.20	recalculated_from_raw
736	3	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2106/07	Milcery	Milcery	Double Rare		combined_raw	6	4	2	309.0	$3.09	400.0	$4.00	415.0	$4.15	200	$2.00	600	$6.00	144.1415970495679	$1.44	100	$1.00	200	$2.00	200	$2.00	26	$0.26	174	$1.74	600	$6.00	78	$0.78	522	$5.22	recalculated_from_raw
738	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2201/07	Floragato	Floragato	Common		combined_raw	9	4	5	200.0	$2.00	260.55555555555554	$2.61	243.0	$2.43	199	$1.99	391	$3.91	63.85356511407783	$0.64	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	400	$4.00	52	$0.52	348	$3.48	recalculated_from_raw
739	8	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2202/07	Floragato	Floragato	Common		combined_raw	9	4	5	200.0	$2.00	235.66666666666666	$2.36	233.0	$2.33	199	$1.99	300	$3.00	41.22499241964758	$0.41	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	800	$8.00	104	$1.04	696	$6.96	recalculated_from_raw
740	1	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2203/07	Floragato	Floragato	Uncommon		combined_raw	7	4	3	214.5	$2.15	283.57142857142856	$2.84	299.0	$2.99	199	$1.99	408	$4.08	79.07561179625726	$0.79	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	100	$1.00	13	$0.13	87	$0.87	recalculated_from_raw
741	3	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2204/07	Floragato	Floragato	Uncommon		combined_raw	9	5	4	229.0	$2.29	322.22222222222223	$3.22	299.0	$2.99	199	$1.99	598	$5.98	128.6912757122426	$1.29	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	375	$3.75	51	$0.51	324	$3.24	recalculated_from_raw
742	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2205/07	Floragato	Floragato	Rare		combined_raw	8	4	4	247.5	$2.48	382.875	$3.83	386.0	$3.86	200	$2.00	598	$5.98	151.20415479930247	$1.51	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	500	$5.00	68	$0.68	432	$4.32	recalculated_from_raw
745	6	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2301/07	Crocalor	Crocalor	Common		combined_raw	7	3	4	199.5	$2.00	224.71428571428572	$2.25	200.0	$2.00	199	$1.99	299	$2.99	37.56201221852687	$0.38	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	594	$5.94	78	$0.78	516	$5.16	recalculated_from_raw
746	6	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2302/07	Crocalor	Crocalor	Common		combined_raw	10	6	4	200.0	$2.00	243.0	$2.43	225.5	$2.25	199	$1.99	391	$3.91	60.882400303097995	$0.61	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	600	$6.00	78	$0.78	522	$5.22	recalculated_from_raw
747	2	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2303/07	Crocalor	Crocalor	Uncommon		combined_raw	7	3	4	214.5	$2.15	311.14285714285717	$3.11	243.0	$2.43	200	$2.00	598	$5.98	145.99592296981967	$1.46	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	200	$2.00	26	$0.26	174	$1.74	recalculated_from_raw
748	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2304/07	Crocalor	Crocalor	Uncommon		combined_raw	3	2	1	249.5	$2.50	302.3333333333333	$3.02	300.0	$3.00	199	$1.99	408	$4.08	104.51953565402658	$1.05	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	500	$5.00	68	$0.68	432	$4.32	recalculated_from_raw
749	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2305/07	Crocalor	Crocalor	Rare		combined_raw	11	6	5	221.5	$2.21	320.90909090909093	$3.21	250.0	$2.50	199	$1.99	598	$5.98	134.62128698348903	$1.35	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	400	$4.00	52	$0.52	348	$3.48	recalculated_from_raw
750	1	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2306/07	Crocalor	Crocalor	Double Rare		combined_raw	8	6	2	371.5	$3.71	679.875	$6.80	518.0	$5.18	279	$2.79	1998	$19.98	557.6671914579263	$5.58	100	$1.00	250	$2.50	250	$2.50	33	$0.33	217	$2.17	250	$2.50	33	$0.33	217	$2.17	recalculated_from_raw
752	7	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2401/07	Quaxwell	Quaxwell	Common		combined_raw	8	4	4	199.75	$2.00	230.875	$2.31	216.5	$2.17	199	$1.99	299	$2.99	38.897071134690115	$0.39	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	693	$6.93	91	$0.91	602	$6.02	recalculated_from_raw
753	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2402/07	Quaxwell	Quaxwell	Common		combined_raw	8	4	4	199.75	$2.00	255.5	$2.56	238.0	$2.38	199	$1.99	391	$3.91	66.52604216180522	$0.67	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	396	$3.96	52	$0.52	344	$3.44	recalculated_from_raw
754	6	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2403/07	Quaxwell	Quaxwell	Uncommon		combined_raw	6	5	1	318.5	$3.19	395.0	$3.95	382.5	$3.83	299	$2.99	598	$5.98	109.61386773579336	$1.10	100	$1.00	200	$2.00	200	$2.00	26	$0.26	174	$1.74	1200	$12.00	156	$1.56	1044	$10.44	recalculated_from_raw
755	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2404/07	Quaxwell	Quaxwell	Uncommon		combined_raw	6	4	2	318.5	$3.19	593.6666666666666	$5.94	391.0	$3.91	229	$2.29	1653	$16.53	533.6952938397214	$5.34	100	$1.00	200	$2.00	200	$2.00	26	$0.26	174	$1.74	800	$8.00	104	$1.04	696	$6.96	recalculated_from_raw
756	6	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2405/07	Quaxwell	Quaxwell	Rare		combined_raw	10	7	3	212.25	$2.12	391.7	$3.92	320.5	$3.21	179	$1.79	950	$9.50	241.71610988466983	$2.42	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	600	$6.00	78	$0.78	522	$5.22	recalculated_from_raw
757	1	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2406/07	Quaxwell	Quaxwell	Double Rare		combined_raw	8	6	2	353.5	$3.54	432.5	$4.33	384.0	$3.84	279	$2.79	798	$7.98	164.11494229872636	$1.64	100	$1.00	250	$2.50	250	$2.50	33	$0.33	217	$2.17	250	$2.50	33	$0.33	217	$2.17	recalculated_from_raw
759	8	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2501/07	Ceruledge	Ceruledge	Common		combined_raw	9	4	5	200.0	$2.00	260.0	$2.60	233.0	$2.33	199	$1.99	391	$3.91	75.1215681412469	$0.75	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	800	$8.00	104	$1.04	696	$6.96	recalculated_from_raw
760	5	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2502/07	Ceruledge	Ceruledge	Common		combined_raw	7	4	3	199.5	$2.00	267.2857142857143	$2.67	233.0	$2.33	199	$1.99	391	$3.91	79.7719965186495	$0.80	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	495	$4.95	65	$0.65	430	$4.30	recalculated_from_raw
761	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2503/07	Ceruledge	Ceruledge	Uncommon		combined_raw	8	5	3	299.75	$3.00	388.375	$3.88	386.5	$3.87	229	$2.29	598	$5.98	118.50610291698663	$1.19	100	$1.00	175	$1.75	175	$1.75	23	$0.23	152	$1.52	700	$7.00	92	$0.92	608	$6.08	recalculated_from_raw
762	5	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2504/07	Ceruledge	Ceruledge	Uncommon		combined_raw	8	5	3	221.5	$2.21	348.375	$3.48	337.0	$3.37	179	$1.79	598	$5.98	149.8122038706174	$1.50	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	500	$5.00	65	$0.65	435	$4.35	recalculated_from_raw
763	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2505/07	Ceruledge	Ceruledge	Rare		combined_raw	13	8	5	249.0	$2.49	351.3076923076923	$3.51	299.0	$2.99	200	$2.00	600	$6.00	139.04398861234804	$1.39	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	500	$5.00	68	$0.68	432	$4.32	recalculated_from_raw
764	2	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2506/07	Ceruledge	Ceruledge	Double Rare		combined_raw	3	3	0	388.5	$3.88	413.3333333333333	$4.13	398.0	$3.98	379	$3.79	463	$4.63	44.04921490030592	$0.44	100	$1.00	275	$2.75	275	$2.75	36	$0.36	239	$2.39	550	$5.50	72	$0.72	478	$4.78	recalculated_from_raw
766	5	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2601/07	Wattrel	Wattrel	Common		combined_raw	7	4	3	199.5	$2.00	242.28571428571428	$2.42	200.0	$2.00	199	$1.99	391	$3.91	71.33422340343678	$0.71	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	495	$4.95	65	$0.65	430	$4.30	recalculated_from_raw
767	6	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2602/07	Wattrel	Wattrel	Common		combined_raw	9	5	4	200.0	$2.00	239.66666666666666	$2.40	218.0	$2.18	199	$1.99	391	$3.91	62.30971031869752	$0.62	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	600	$6.00	78	$0.78	522	$5.22	recalculated_from_raw
768	1	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2603/07	Wattrel	Wattrel	Uncommon		combined_raw	8	6	2	221.75	$2.22	325.875	$3.26	299.5	$3.00	199	$1.99	598	$5.98	134.07400674893805	$1.34	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	100	$1.00	13	$0.13	87	$0.87	recalculated_from_raw
